organization,cohort date,nurse id,deid_names,employment start date,type of unit,age,gender,nursing degree received,gpa,employment status,previous health care work experience,leave,type of leave,termination,termination date,tenure,termination reason,id,education_clean,gpa_numeric
Emory University Hospital Midtown,8/12/22,446852,16602,8/8/22,Cardiac/Heart/Vascular Critical Care,28,Female,Adn/Asn,3.5 And Above,,,No,,No,,,,23480,Georgia State University,3.75
Emory University Hospital Midtown,8/12/22,2364832,16603,8/8/22,Neonatal Icu Inpatient Unit,24,Female,Bsn,3.5 And Above,,,No,,No,,,,23481,Georgia State University,3.75
Emory Long Term Acute Care,8/2/22,456416,16604,7/25/22,Other (Please Specify),30,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23482,Georgia State University,3.25
Emory University Hospital,8/5/24,435905,16605,7/29/24,Emergency Department,44,Female,Adn/Asn,3.5 And Above,Full-Time,,No,,Yes,10/6/24,0.189041096,Family Obligations (Family/Friend Caregiving Responsibility),23483,Georgia State University,3.75
Emory University Hospital,8/5/24,472203,16606,7/29/24,Medical/Surgical Intermediate Unit,20,Female,Bsn,3.5 And Above,Full-Time,,No,,Yes,6/6/25,0.854794521,Other/Unknown,23484,Georgia State University,3.75
Emory University Hospital,4/27/22,453110,16607,3/21/22,Neurology/Neurosurgical Icu Inpatient Unit,22,Female,Bsn,3.5 And Above,,,No,,No,,,,23485,Georgia State University,3.75
Emory University Hospital,4/27/22,2027911,16608,4/4/22,Cardiac/Heart/Vascular Critical Care,33,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23486,Georgia State University,3.25
Emory University Hospital Midtown,3/13/23,461602,16609,3/6/23,Oncology Inpatient Unit,29,Male,Bsn,3.5 And Above,Full-Time,,No,,Yes,7/20/23,0.37260274,Unsatisfactory Performance,23487,Georgia State University,3.75
Emory Decatur Hospital,8/15/23,2601937,16610,8/7/23,Emergency Department,23,Female,Bsn,3.5 And Above,Full-Time,,No,,Yes,12/23/23,0.378082192,Family Obligations (Family/Friend Caregiving Responsibility),23488,Georgia State University,3.75
Emory Decatur Hospital,3/22/22,452959,16611,3/14/22,Medical/Surgical Intermediate Unit,28,Female,Bsn,3.5 And Above,,,No,,No,,,,23489,Georgia State University,3.75
Emory University Hospital,8/21/24,1881690,16612,8/5/24,Cardiac/Heart/Vascular Critical Care,31,Male,Adn/Asn,3.0 - 3.49,Full-Time,,No,,Yes,5/6/25,0.750684932,Unsatisfactory Performance,23490,Georgia State University,3.25
Emory Decatur Hospital,8/15/23,465014,16613,8/21/23,Medical/Surgical Icu Inpatient Unit,25,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,10/10/23,0.136986301,Family Obligations (Family/Friend Caregiving Responsibility),23491,Georgia State University,3.25
Emory University Hospital,3/18/22,955749,16614,2/6/22,Oncology Inpatient Unit,39,Female,Adn/Asn,3.5 And Above,Full-Time,,No,,No,,,,23492,Georgia State University,3.75
The Emory Clinic,2/21/22,440111,16615,1/9/22,Ambulatory Setting,36,Female,Bsn,3.0 - 3.49,,,No,,No,,,,23493,Georgia State University,3.25
Emory University Hospital Midtown,8/12/22,367106,16616,8/8/22,Obstetrics/Labor & Delivery Inpatient Unit,45,Female,Adn/Asn,3.0 - 3.49,,,No,,Yes,11/9/22,0.254794521,Obtained Position Representing A Different Job Experience,23494,Georgia State University,3.25
Emory University Hospital,2/21/22,2367555,16617,2/21/22,Perioperative Or,24,Female,Bsn,3.5 And Above,,,No,,No,,,,23495,Georgia State University,3.75
Emory University Hospital,11/3/21,450822,16618,11/1/21,Neurology/Neurosurgical Icu Inpatient Unit,23,Female,Bsn,3.5 And Above,,,No,,Yes,6/7/23,1.597260274,Other/Unknown,23496,Georgia State University,3.75
Emory University Hospital Midtown,10/29/21,1531476,16619,10/24/21,Neonatal Icu Inpatient Unit,30,Female,Bsn,3.5 And Above,,,No,,Yes,4/2/25,3.44109589,Other/Unknown,23497,Georgia State University,3.75
Emory University Hospital,9/27/21,449898,16620,9/20/21,Medical/Surgical Intermediate Unit,23,Female,Bsn,3.5 And Above,,,No,,No,,,,23498,Georgia State University,3.75
Emory University Hospital,9/27/21,449938,16621,9/20/21,Oncology Inpatient Unit,22,Female,Bsn,3.5 And Above,,,No,,No,,,,23499,Georgia State University,3.75
Emory University Hospital,9/27/21,450367,16622,9/20/21,Telemetry Unit,29,Female,Bsn,3.5 And Above,,,No,,No,,,,23500,Georgia State University,3.75
Emory Decatur Hospital,8/15/23,2524548,16623,8/28/23,Medical/Surgical Inpatient Unit,20,Female,Adn/Asn,3.5 And Above,Full-Time,,No,,Yes,1/27/24,0.416438356,Staffing Or Workload,23501,Georgia State University,3.75
Emory University Orthopaedics & Spine Hospital,8/26/21,448223,16624,8/26/21,Perioperative Or,22,Female,Bsn,3.5 And Above,Full-Time,,No,,Yes,8/25/23,1.997260274,Other/Unknown,23502,Georgia State University,3.75
Emory University Hospital,8/18/21,2359826,16625,7/19/21,Cardiac/Heart/Vascular Critical Care,21,Female,Bsn,3.5 And Above,,,No,,Yes,7/7/24,2.969863014,Other/Unknown,23503,Georgia State University,3.75
Emory University Hospital Midtown,8/13/21,448225,16626,8/9/21,Medical/Surgical Inpatient Unit,28,Female,Bsn,3.5 And Above,,,No,,No,,,,23504,Georgia State University,3.75
Emory Decatur Hospital,7/26/21,448099,16627,7/26/21,General Medical Inpatient Unit,38,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23505,Georgia State University,3.75
Emory University Hospital,7/22/21,399008,16628,7/11/21,General Medical Inpatient Unit,35,Female,Adn/Asn,2.5 - 2.99,Full-Time,,No,,Yes,11/30/22,1.389041096,Other/Unknown,23506,Georgia State University,2.75
Emory University Hospital,7/22/21,401226,16629,7/11/21,Orthopedic Inpatient Unit,33,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23507,Georgia State University,3.25
Emory University Hospital,7/22/21,418517,16630,7/19/21,General Medical Inpatient Unit,28,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,3/25/23,1.682191781,Unhappy With Job/Facility,23508,Georgia State University,3.75
Emory University Hospital,7/22/21,430409,16631,6/13/21,Medical/Surgical Intermediate Unit,27,Female,Bsn,3.5 And Above,,,No,,No,,,,23509,Georgia State University,3.75
Emory University Hospital,7/22/21,448862,16632,7/19/21,Transplant Unit,26,Female,Bsn,3.5 And Above,,,No,,No,,,,23510,Georgia State University,3.75
Emory Johns Creek Hospital,7/12/21,447689,16633,7/12/21,General Medical Inpatient Unit,22,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23511,Georgia State University,3.75
Emory University Hospital,4/16/21,396909,16634,3/7/21,Medical Icu Inpatient Unit,32,Female,Bsn,3.5 And Above,,,No,,No,,,,23512,Georgia State University,3.75
Emory University Hospital,4/16/21,445576,16635,3/22/21,General Medical Inpatient Unit,23,Female,Bsn,3.5 And Above,,,No,,Yes,8/6/22,1.375342466,Staffing Or Workload,23513,Georgia State University,3.75
Emory University Hospital,4/16/21,2359602,16636,3/22/21,Orthopedic Inpatient Unit,20,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23514,Georgia State University,3.75
Emory Hillandale Hospital,10/12/21,2227996,16637,10/4/21,Medical Icu Inpatient Unit,30,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,Yes,2/11/22,0.356164384,Unsatisfactory Performance,23515,Georgia State University,3.25
Emory University Hospital Midtown,4/1/21,444614,16638,3/21/21,Cardiac/Heart/Vascular Critical Care,35,Male,Bsn,3.5 And Above,,,No,,Yes,6/1/23,2.197260274,Unsatisfactory Performance,23516,Georgia State University,3.75
Emory University Hospital Midtown,4/1/21,445621,16639,3/29/21,Medical Icu Inpatient Unit,32,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23517,Georgia State University,3.75
Emory University Hospital Midtown,4/1/21,445761,16640,3/29/21,Telemetry Unit,21,Female,Bsn,3.5 And Above,,,No,,Yes,3/26/23,1.991780822,Relocating Out Of Area,23518,Georgia State University,3.75
Emory Decatur Hospital,3/15/21,445417,16641,3/15/21,Mother/Baby Unit,22,Female,Bsn,3.5 And Above,,,No,,No,,,,23519,Georgia State University,3.75
Emory Hillandale Hospital,3/15/21,446231,16642,3/29/21,Medical/Surgical Inpatient Unit,24,Female,Bsn,3.0 - 3.49,,,No,,No,,,,23520,Georgia State University,3.25
Emory Saint Joseph’S Hospital,2/15/21,445141,16643,2/15/21,Medical/Surgical Intermediate Unit,21,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,Yes,12/23/24,3.854794521,Obtained Position Representing A Different Job Experience,23521,Georgia State University,3.75
Emory University Hospital,11/6/20,443486,16644,9/28/20,Emergency Department,27,Other,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,23522,Georgia State University,3.75
Emory University Hospital Midtown,10/30/20,442759,16645,10/18/20,Mother/Baby Unit,24,Female,Bsn,3.5 And Above,,,No,,No,,,,23523,Georgia State University,3.75
Emory University Hospital,10/15/18,425614,16646,10/15/18,Rehabilitation Inpatient Unit,24,Male,Bsn,3.5 And Above,,,No,,Yes,8/20/19,0.846575343,Other/Unknown,23524,Georgia State University,3.75
Emory Decatur Hospital,10/13/20,443151,16647,10/5/20,Orthopedic Inpatient Unit,23,Female,Bsn,3.5 And Above,,,No,,No,,,,23525,Georgia State University,3.75
Emory Decatur Hospital,10/13/20,2045764,16648,10/5/20,Medical/Surgical Inpatient Unit,23,Female,Bsn,3.5 And Above,,,No,,Yes,1/31/23,2.323287671,Family Obligations (Family/Friend Caregiving Responsibility),23526,Georgia State University,3.75
Emory Saint Joseph’S Hospital,10/12/20,443098,16650,10/12/20,Ambulatory Setting,30,Male,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23528,Georgia State University,3.75
Emory University Hospital,8/6/20,2185028,16651,8/3/20,General Medical Inpatient Unit,34,Female,Ba In Nursing,3.5 And Above,,,No,,Yes,8/8/21,1.01369863,Compensation/Pay,23529,Georgia State University,3.75
Emory University Hospital Midtown,8/1/20,442199,16652,8/2/20,Mother/Baby Unit,22,Female,Bsn,3.5 And Above,,,No,,No,,,,23530,Georgia State University,3.75
Emory University Hospital Midtown,8/1/20,442442,16653,8/10/20,General Surgical Inpatient Unit,23,Other,Ba In Nursing,3.0 - 3.49,,,No,,Yes,10/30/21,1.221917808,Travel Nurse,23531,Georgia State University,3.25
Emory Decatur Hospital,7/21/20,442330,16654,8/3/20,Telemetry Unit,22,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23532,Georgia State University,3.75
Emory Johns Creek Hospital,7/13/20,442202,16655,7/20/20,Medical/Surgical Icu Inpatient Unit,23,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,7/19/23,2.997260274,Other/Unknown,23533,Georgia State University,3.25
Emory Johns Creek Hospital,7/13/20,442203,16656,6/22/20,Oncology Inpatient Unit,20,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,Yes,3/17/23,2.734246575,Obtained Position Representing A Different Job Experience,23534,Georgia State University,3.75
Emory Saint Joseph’S Hospital,7/13/20,442762,16657,8/10/20,Cardiac/Heart/Vascular Critical Care,23,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23535,Georgia State University,3.75
Emory Johns Creek Hospital,7/13/20,2278620,16658,6/15/20,General Surgical Inpatient Unit,20,Female,Bsn,3.5 And Above,,,No,,Yes,12/3/21,1.468493151,Relocating Out Of Area,23536,Georgia State University,3.75
Emory University Hospital Midtown,10/30/20,443323,16659,10/26/20,General Medical Inpatient Unit,23,Male,Bsn,3.0 - 3.49,,,No,,Yes,7/17/21,0.723287671,Staffing Or Workload,23537,Georgia State University,3.25
Emory University Hospital,5/1/20,441414,16660,4/13/20,Oncology Inpatient Unit,22,Female,Bsn,3.5 And Above,,,No,,Yes,11/12/21,1.583561644,Unhappy With Job/Facility,23538,Georgia State University,3.75
Emory University Hospital Midtown,4/1/20,438066,16661,3/30/20,Cardiac/Heart/Vascular Critical Care,31,Female,Bsn,3.5 And Above,,,No,,No,,,,23539,Georgia State University,3.75
Emory University Hospital Midtown,4/1/20,440632,16662,3/30/20,Orthopedic Inpatient Unit,21,Female,Bsn,3.5 And Above,,,No,,Yes,8/24/21,1.402739726,Relocating Out Of Area,23540,Georgia State University,3.75
Emory University Hospital,3/30/20,415292,16663,2/23/20,General Medical Inpatient Unit,27,Male,Adn/Asn,3.0 - 3.49,Full-Time,,No,,Yes,1/25/22,1.923287671,Obtained Position Representing A Different Job Experience,23541,Georgia State University,3.25
Emory Decatur Hospital,3/24/20,426800,16664,3/16/20,Mother/Baby Unit,37,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23542,Georgia State University,3.25
Emory Hillandale Hospital,3/24/20,2117976,16665,2/10/20,Medical/Surgical Icu Inpatient Unit,21,Female,Bsn,3.5 And Above,,,No,,Yes,10/10/21,1.665753425,Other/Unknown,23543,Georgia State University,3.75
Emory Saint Joseph’S Hospital,2/24/20,440331,16666,2/24/20,Orthopedic Inpatient Unit,21,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23544,Georgia State University,3.75
Emory University Hospital Midtown,10/31/19,438065,16667,10/28/19,Medical Icu Inpatient Unit,28,Female,Bsn,3.5 And Above,,,No,,No,,,,23545,Georgia State University,3.75
Emory University Hospital Midtown,10/31/19,438071,16668,10/28/19,Medical/Surgical Inpatient Unit,24,Female,Bsn,3.5 And Above,,,No,,Yes,9/12/22,2.876712329,Did Not Return From Leave Of Absence,23546,Georgia State University,3.75
Emory Decatur Hospital,10/22/19,429521,16669,10/14/19,Medical/Surgical Inpatient Unit,27,Female,Bsn,3.5 And Above,,,No,,Yes,1/31/21,1.301369863,Unhappy With Job/Facility,23547,Georgia State University,3.75
Emory Saint Joseph’S Hospital,10/14/19,434063,16670,10/14/19,Medical/Surgical Intermediate Unit,45,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23548,Georgia State University,3.75
Emory Saint Joseph’S Hospital,10/14/19,437796,16671,10/14/19,Medical/Surgical Intermediate Unit,22,Female,Bsn,3.5 And Above,Full-Time,,No,,Yes,5/1/22,2.547945205,Obtained Position Representing A Different Job Experience,23549,Georgia State University,3.75
Emory University Hospital,8/1/19,421555,16672,7/22/19,Cardiac/Heart/Vascular Critical Care,28,Female,Adn/Asn,3.5 And Above,,,No,,Yes,12/8/21,2.383561644,Relocating Out Of Area,23550,Georgia State University,3.75
Emory University Hospital,8/1/19,435982,16673,7/22/19,General Medical Inpatient Unit,21,Female,Bsn,3.5 And Above,,,No,,No,,,,23551,Georgia State University,3.75
Emory University Hospital,8/1/19,436781,16674,7/22/19,Neurology/Neurosurgical Icu Inpatient Unit,23,Female,Bsn,3.5 And Above,,,No,,Yes,10/30/21,2.276712329,Travel Nurse,23552,Georgia State University,3.75
Emory University Hospital Midtown,7/25/19,425150,16675,7/29/19,Neurology/Neurosurgical Icu Inpatient Unit,23,Female,Bsn,3.5 And Above,,,No,,No,,,,23553,Georgia State University,3.75
Emory University Hospital Midtown,7/25/19,436216,16676,7/29/19,Neonatal Icu Inpatient Unit,20,Female,Accelerated Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,23554,Georgia State University,3.25
Emory University Hospital Midtown,7/25/19,436236,16677,7/29/19,Emergency Department,23,Female,Bsn,3.5 And Above,,,No,,No,,,,23555,Georgia State University,3.75
Emory University Hospital Midtown,7/25/19,2034128,16678,7/29/19,Medical/Surgical Inpatient Unit,33,Female,Bsn,3.5 And Above,,,No,,No,,,,23556,Georgia State University,3.75
Emory University Hospital Midtown,7/25/19,2276566,16679,8/28/19,Neurology/Neurosurgical Icu Inpatient Unit,31,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,Yes,10/21/21,2.150684932,Family Obligations (Family/Friend Caregiving Responsibility),23557,Georgia State University,3.25
Emory University Hospital Midtown,7/25/19,2318579,16680,7/29/19,Neonatal Icu Inpatient Unit,24,Female,Bsn,3.5 And Above,,,No,,Yes,12/1/21,2.345205479,Travel Nurse,23558,Georgia State University,3.75
Emory Hillandale Hospital,7/23/19,413077,16681,7/15/19,Emergency Department,26,Female,Adn/Asn,2.5 - 2.99,Full-Time,,No,,Yes,10/24/20,1.279452055,Compensation/Pay,23559,Georgia State University,2.75
Emory Decatur Hospital,7/23/19,429525,16682,7/15/19,Emergency Department,22,Female,Bsn,3.0 - 3.49,,,No,,Yes,11/8/21,2.320547945,Other/Unknown,23560,Georgia State University,3.25
Emory Decatur Hospital,7/23/19,435737,16683,7/15/19,Medical/Surgical Icu Inpatient Unit,29,Male,Accelerated Bsn,3.5 And Above,,,No,,Yes,9/19/21,2.183561644,Other/Unknown,23561,Georgia State University,3.75
Emory Hillandale Hospital,7/23/19,435785,16684,7/15/19,Medical/Surgical Icu Inpatient Unit,29,Female,Bsn,3.5 And Above,,,No,,Yes,2/6/22,2.567123288,Other/Unknown,23562,Georgia State University,3.75
Emory Decatur Hospital,7/23/19,1565277,16685,7/15/19,Medical/Surgical Intermediate Unit,29,Male,Accelerated Bsn,3.0 - 3.49,,,No,,No,,,,23563,Georgia State University,3.25
Emory Saint Joseph’S Hospital,7/15/19,425972,16686,7/15/19,Oncology Inpatient Unit,32,Female,Adn/Asn,2.5 - 2.99,Full-Time,,No,,No,,,,23564,Georgia State University,2.75
Emory University Hospital Midtown,2/28/19,420156,16687,2/24/19,General Surgical Inpatient Unit,21,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,Yes,6/21/20,1.323287671,Relocating Out Of Area,23565,Georgia State University,3.25
Emory University Hospital Midtown,2/28/19,432903,16688,2/25/19,Surgical Icu Inpatient Unit,25,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23566,Georgia State University,3.75
Emory University Hospital Midtown,2/28/19,432983,16689,2/25/19,Surgical Icu Inpatient Unit,24,Female,Bsn,3.5 And Above,Full-Time,,No,,Yes,9/18/21,2.564383562,Travel Nurse,23567,Georgia State University,3.75
Emory University Hospital Midtown,2/28/19,886010,16690,2/25/19,Medical Icu Inpatient Unit,38,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,23568,Georgia State University,3.75
Emory Decatur Hospital,2/27/19,2237648,16691,2/25/19,Medical/Surgical Inpatient Unit,41,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,Yes,11/20/21,2.736986301,Travel Nurse,23569,Georgia State University,3.25
Emory University Hospital,2/26/19,417227,16692,2/24/19,Emergency Department,34,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,Yes,9/22/21,2.578082192,Travel Nurse,23570,Georgia State University,3.25
Emory University Hospital,2/26/19,433068,16693,3/4/19,General Medical Inpatient Unit,39,Female,Bsn,3.5 And Above,,,No,,No,,,,23571,Georgia State University,3.75
Emory Rehabilitation Hospital,2/26/19,433262,16694,3/4/19,Rehabilitation Inpatient Unit,24,Female,Bsn,3.0 - 3.49,,,No,,No,,,,23572,Georgia State University,3.25
Emory University Hospital,2/26/19,1397394,16695,2/25/19,Orthopedic Inpatient Unit,28,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,23573,Georgia State University,3.75
The Emory Clinic,2/26/19,167589,16696,2/24/13,Ambulatory Setting,51,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23574,Georgia State University,3.25
Emory University Hospital,2/26/19,2183116,16697,3/4/19,General Surgical Inpatient Unit,22,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23575,Georgia State University,3.75
Emory University Hospital,2/26/19,2315006,16698,2/25/19,Surgical Icu Inpatient Unit,24,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,Yes,10/3/21,2.605479452,Relocating Out Of Area,23576,Georgia State University,3.75
Emory Saint Joseph’S Hospital,2/18/19,2208059,16699,2/18/19,Emergency Department,21,Female,Bsn,3.5 And Above,Full-Time,,No,,Yes,11/14/21,2.739726027,Other/Unknown,23577,Georgia State University,3.75
Emory University Hospital,10/16/18,420815,16700,10/15/18,Orthopedic Inpatient Unit,23,Male,Bsn,3.5 And Above,,,No,,No,,,,23578,Georgia State University,3.75
Emory University Hospital,10/15/18,396747,16701,10/15/18,Medical Icu Inpatient Unit,39,Female,Bsn,3.0 - 3.49,,,No,,Yes,8/23/20,1.857534247,Family Obligations (Family/Friend Caregiving Responsibility),23579,Georgia State University,3.25
Emory University Hospital,10/15/18,430762,16702,10/15/18,Surgical Icu Inpatient Unit,32,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23580,Georgia State University,3.75
Emory University Hospital,10/15/18,1427478,16703,10/15/18,Surgical Icu Inpatient Unit,29,Female,Bsn,3.5 And Above,,,No,,No,,,,23581,Georgia State University,3.75
Emory University Hospital,11/3/21,451227,16704,11/14/21,Neurology/Neurosurgical Icu Inpatient Unit,22,Male,Bsn,3.5 And Above,,,No,,Yes,9/10/22,0.821917808,Relocating Out Of Area,23582,Georgia State University,3.75
Emory University Hospital,10/15/18,2191869,16705,10/15/18,Cardiac/Heart/Vascular Critical Care,21,Female,Bsn,3.5 And Above,,,No,,Yes,4/5/20,1.473972603,Obtained Position Representing A Different Job Experience,23583,Georgia State University,3.75
Emory University Hospital,7/30/18,425304,16706,,General Medical Inpatient Unit,35,Female,Bsn,2.0 - 2.49,,,No,,No,,,,23584,Georgia State University,2.25
Emory University Hospital,7/30/18,425426,16707,7/30/18,Perioperative Or,40,Female,Bsn,2.5 - 2.99,Full-Time,,No,,Yes,5/20/21,2.808219178,Relocating Out Of Area,23585,Georgia State University,2.75
Emory University Hospital,7/30/18,425433,16708,7/30/18,Neurology/Neurosurgical Icu Inpatient Unit,34,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,Yes,4/7/20,1.690410959,Other/Unknown,23586,Georgia State University,3.75
Emory University Hospital,7/30/18,1917542,16709,,Neurology/Neurosurgical Icu Inpatient Unit,30,Male,Accelerated Bsn,3.5 And Above,,,No,,Yes,2/6/21,,Obtained Position Representing A Different Job Experience,23587,Georgia State University,3.75
Emory University Hospital,7/30/18,2198066,16710,,General Surgical Inpatient Unit,21,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,11/8/20,,Relocating Out Of Area,23588,Georgia State University,3.75
Emory University Hospital,7/30/18,683724,16711,,Perioperative Or,24,Female,Bsn,3.5 And Above,,,No,,No,,,,23589,Georgia State University,3.75
Emory University Hospital,7/16/18,412992,16712,7/16/18,Ambulatory Setting,53,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23590,Georgia State University,3.25
Emory University Hospital,7/16/18,425669,16713,,Rehabilitation Inpatient Unit,21,Female,Bsn,3.5 And Above,,,No,,Yes,12/27/19,,Other/Unknown,23591,Georgia State University,3.75
Emory University Hospital,7/16/18,662373,16714,7/16/18,Ambulatory Setting,48,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,23592,Georgia State University,3.25
Emory Saint Joseph’S Hospital,2/26/18,269958,16715,,Medical/Surgical Inpatient Unit,25,Female,Bsn,3.5 And Above,,,No,,Yes,7/26/20,,Relocating Out Of Area,23593,Georgia State University,3.75
Emory University Hospital,2/23/18,422861,16716,,Perioperative Or,24,Male,Bsn,3.5 And Above,,,No,,No,,,,23594,Georgia State University,3.75
Emory University Hospital,2/23/18,423510,16717,,Cardiac/Heart/Vascular Critical Care,21,Female,Bsn,3.5 And Above,,,No,,No,,,,23595,Georgia State University,3.75
Emory University Hospital,2/23/18,423517,16718,,Neurology/Neurosurgical Icu Inpatient Unit,41,Female,Bsn,3.5 And Above,,,No,,No,,,,23596,Georgia State University,3.75
Emory University Hospital,7/18/17,409915,16720,,Neurology/Neurosurgical Icu Inpatient Unit,27,Male,Bsn,3.5 And Above,,,No,,No,,,,23598,Georgia State University,3.75
Emory University Hospital,7/18/17,414671,16721,,Surgical Icu Inpatient Unit,28,Male,Bsn,3.5 And Above,,,No,,No,,,,23599,Georgia State University,3.75
Emory University Hospital,7/18/17,419910,16722,,Cardiac/Heart/Vascular Critical Care,35,Female,Accelerated Bsn,3.0 - 3.49,,,No,,No,,,,23600,Georgia State University,3.25
Emory University Hospital,7/18/17,419979,16723,,Transplant Unit,29,Male,Ba In Nursing,3.0 - 3.49,,,No,,Yes,11/19/19,,Relocating Out Of Area,23601,Georgia State University,3.25
Emory University Hospital,7/18/17,2232562,16724,,Oncology Inpatient Unit,25,Female,Accelerated Bsn,3.0 - 3.49,,,No,,No,,,,23602,Georgia State University,3.25
Emory Saint Joseph’S Hospital,7/17/17,178400,16725,7/17/17,Medical/Surgical Inpatient Unit,41,Female,Bsn,3.5 And Above,,,No,,Yes,10/6/21,4.224657534,Relocating Out Of Area,23603,Georgia State University,3.75
Emory University Hospital,2/25/17,197892,16726,,Cardiac/Heart/Vascular Critical Care,22,Male,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23604,Georgia State University,3.75
Emory University Hospital,2/25/17,286730,16727,,General Surgical Inpatient Unit,37,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23605,Georgia State University,3.75
Emory University Hospital,2/25/17,357851,16728,,Oncology Inpatient Unit,25,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23606,Georgia State University,3.75
Emory University Hospital,2/25/17,364115,16729,,Neurology/Neurosurgical Icu Inpatient Unit,22,Male,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23607,Georgia State University,3.75
Emory University Hospital,2/25/17,473625,16730,,Neurology/Neurosurgical Icu Inpatient Unit,21,Female,Bsn,3.5 And Above,,,No,,No,,,,23608,Georgia State University,3.75
Emory University Hospital,2/25/17,517825,16731,,General Surgical Inpatient Unit,22,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23609,Georgia State University,3.75
Emory University Hospital,2/25/17,978295,16732,,Telemetry Unit,24,Female,Msn (Cnl),3.5 And Above,,,No,,No,,,,23610,Georgia State University,3.75
Emory University Hospital,2/25/17,992369,16733,,Surgical Icu Inpatient Unit,21,Male,Bsn,3.5 And Above,,,No,,No,,,,23611,Georgia State University,3.75
Emory University Hospital,2/24/17,534216,16734,,Emergency Department,26,Male,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23612,Georgia State University,3.75
Emory University Hospital,10/13/16,415513,16735,,Medical/Surgical Inpatient Unit,40,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23613,Georgia State University,3.75
Emory University Hospital,10/12/16,415476,16736,,Oncology Inpatient Unit,24,Female,Bsn,3.5 And Above,,,No,,No,,,,23614,Georgia State University,3.75
Emory University Hospital,10/11/16,410644,16737,,Rehabilitation Inpatient Unit,22,Female,Adn/Asn,3.0 - 3.49,,,No,,No,,,,23615,Georgia State University,3.25
Emory University Hospital,4/22/16,246867,16738,,Medical/Surgical Icu Inpatient Unit,34,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23616,Georgia State University,3.75
Emory University Hospital,4/22/16,408000,16739,,Perioperative Or,23,Female,Bsn,3.5 And Above,,,No,,No,,,,23617,Georgia State University,3.75
Emory University Hospital,4/22/16,410296,16740,,Medical/Surgical Icu Inpatient Unit,37,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23618,Georgia State University,3.75
Emory University Hospital,4/22/16,681324,16741,,Medical/Surgical Icu Inpatient Unit,33,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23619,Georgia State University,3.75
Emory University Hospital,4/22/16,1523928,16742,,General Surgical Inpatient Unit,24,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,23620,Georgia State University,3.75
Emory University Hospital,4/12/16,866750,16743,,Oncology Inpatient Unit,21,Female,Accelerated Bsn,3.0 - 3.49,,,No,,No,,,,23621,Georgia State University,3.25
